make,model,ModelTypeText,model_variant,color,carType,Ccm,city,Co2EmissionText,ConsumptionRatingText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Km,Properties,Seats,TransmissionTypeText,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
Jaguar,XK,XKR S/C,XKR S/C,Black,Coupé,3996,Zuzwil,340 g/km,G,2,Hinterradantrieb,5,1999,Benzin,89666,"\"Ab MFK\"",4,Automat,12.6,l/100km
MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,Black,Cabriolet,5439,Zuzwil,324 g/km,G,2,Hinterradantrieb,3,2006,Benzin,49000,"\"Ab MFK\"",2,Automat sequentiell,13.5,l/100km
Ford (usa),MUSTANG,Mustang Shelby GT500,Shelby GT500,Other,Coupé,5409,Zuzwil,null,null,2,Hinterradantrieb,3,2012,Benzin,92000,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Schaltgetriebe,null,""
Lamborghini,DIABLO,Diablo 5.7,Diablo 5.7,Blue,Coupé,5707,Porrentruy,null,null,2,Hinterradantrieb,4,1993,Benzin,49500,"\"Ab MFK\"",2,Schaltgetriebe manuell,null,""
Opel,FRONTERA,Frontera 3.2i V6 Limited,Frontera 3.2i V6 Limited,Black,SUV / Geländewagen,3165,Zuzwil,316 g/km,null,5,Allrad,5,2001,Benzin,153900,null,5,Automatik-Getriebe,13.2,l/100km
Aston Martin,V8 Vantage,V8 Vantage 4.3,V8 Vantage 4.3,Black,Coupé,4282,Zuzwil,358 g/km,G,2,Hinterradantrieb,7,2007,Benzin,28800,"\"Ab MFK\"",2,Schaltgetriebe manuell,15.0,l/100km
MERCEDES-BENZ,SLK 55 AMG,SLK 55 AMG Black Series,Black Series,Black,Coupé,5439,Zuzwil,null,null,2,Hinterradantrieb,10,2006,Benzin,25000,"\"Ab MFK\"",2,Automat sequentiell,null,""
Chevrolet,CORVETTE,Corvette 5.7 LT1 Convert.,Corvette 5.7 LT1 Convert.,Black,Cabriolet,5730,Zuzwil,null,null,2,Hinterradantrieb,7,1994,Benzin,68200,"\"Ab MFK\"",2,Automat,13.1,l/100km
MERCEDES-BENZ,300,300 SEL 3.5,SEL 3.5,Black,Limousine,3459,Zuzwil,null,null,4,Hinterradantrieb,5,1971,Benzin,145100,"\"Ab MFK\"",5,Automatik-Getriebe,13.0,l/100km
Alfa Romeo,SPIDER,Spider 2.0,Spider 2.0,Black,Cabriolet,1961,Zuzwil,null,null,2,Hinterradantrieb,4,1988,Benzin,69300,null,2,Schaltgetriebe manuell,null,""
Aston Martin,V8 Vantage,V8 Vantage 4.3,V8 Vantage 4.3,Black,Coupé,4282,Zuzwil,358 g/km,G,2,Hinterradantrieb,1,2006,Benzin,92500,"\"Ab MFK\"",2,Schaltgetriebe manuell,15.0,l/100km
MERCEDES-BENZ,SLK 230,SLK 230 Kompressor,SLK 230 Kompressor,Black,Cabriolet,2295,Zuzwil,233 g/km,null,2,Hinterradantrieb,5,2002,Benzin,38700,"\"Ab MFK\"",2,Automatik-Getriebe,9.7,l/100km
Saab,9-3,9-3 2.0i-16 TS Aero,9-3 2.0i-16 TS Aero,Black,Limousine,1985,Zuzwil,216 g/km,G,3,Vorderradantrieb,9,2001,Benzin,134600,"\"Ab MFK\"",5,Schaltgetriebe manuell,9.0,l/100km
Porsche,911,911 Carrera Cabrio,911 Carrera Cabrio,Black,Cabriolet,3600,Zuzwil,null,null,2,Hinterradantrieb,8,1996,Benzin,81900,"\"Ab MFK\"",4,Schaltgetriebe manuell,11.9,l/100km
MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,Blue,Cabriolet,5439,Zuzwil,340 g/km,G,2,Hinterradantrieb,2,2003,Benzin,59300,"\"Ab MFK\"",2,Automat,14.2,l/100km
Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,Black,Kombi,4172,Zuzwil,350 g/km,G,5,Allrad,2,2003,Benzin,43800,"\"Ab MFK\"",5,Automat sequentiell,14.6,l/100km
Lotus,EUROPA,EUROPA,null,Black,Coupé,1470,Zuzwil,null,null,2,Hinterradantrieb,3,1969,Benzin,62200,"\"Ab MFK\"",2,Schaltgetriebe,null,""
MERCEDES-BENZ,CL 500,CL 500,CL 500,Black,Coupé,4966,Zuzwil,299 g/km,G,2,Hinterradantrieb,1,2001,Benzin,27800,"\"Ab MFK\"",4,Automat,12.5,l/100km
BMW,M5,M5,M5,Black,Limousine,4941,Zuzwil,336 g/km,G,4,Hinterradantrieb,1,2000,Benzin,171000,null,5,Schaltgetriebe manuell,13.9,l/100km
VW,PHAETON,Phaeton 6.0 W12 4Motion,Phaeton 6.0 W12 4Motion,Black,Limousine,5998,Zuzwil,374 g/km,G,4,Allrad,10,2002,Benzin,50400,"\"Ab MFK\"",4,Automat sequentiell,15.6,l/100km
Lamborghini,DIABLO,Diablo 5.7,Diablo 5.7,Black,Coupé,5707,Zuzwil,null,null,2,Hinterradantrieb,12,2000,Benzin,20600,"\"Ab MFK\"",2,Schaltgetriebe manuell,null,""
MERCEDES-BENZ,SL 600,SL 600,SL 600,Black,Cabriolet,5984,Zuzwil,null,null,2,Hinterradantrieb,9,1992,Benzin,52500,"\"Ab MFK\"",2,Automat,null,""
Opel,MANTA,MANTA 400 Breitbau,400 Breitbau,Black,Coupé,2400,Zuzwil,null,null,2,Hinterradantrieb,7,1982,Benzin,60990,"\"Ab MFK\"",4,Schaltgetriebe,null,""
BMW,750,750i xDrive,750i xDrive,Black,Limousine,4395,Zuzwil,278 g/km,G,4,Allrad,10,2009,Benzin,45000,"\"Ab MFK\"",5,Automat,11.9,l/100km
Porsche,911,911 GT2,911 GT2,Black,Coupé,3600,Zuzwil,309 g/km,G,2,Hinterradantrieb,3,2004,Benzin,54100,"\"Ab MFK\"",4,Schaltgetriebe manuell,12.9,l/100km
Porsche,911,911 GT2,911 GT2,Blue,Coupé,3600,Zuzwil,309 g/km,G,2,Hinterradantrieb,12,2002,Benzin,61300,"\"Ab MFK\", \"Tuning\"",4,Schaltgetriebe manuell,12.9,l/100km
Opel,VECTRA,Vectra 2.8 T V6 Cosmo,Vectra 2.8 T V6 Cosmo,Black,Limousine,2792,Zuzwil,247 g/km,null,4,Vorderradantrieb,5,2006,Benzin,90600,"\"Ab MFK\"",5,Automatik-Getriebe,10.3,l/100km
BMW,X5,X5 4.4i,X5 4.4i,Black,SUV / Geländewagen,4398,Zuzwil,335 g/km,G,5,Allrad,6,2001,Benzin,79900,"\"Ab MFK\"",5,Automat sequentiell,13.9,l/100km
MERCEDES-BENZ,SL-CLASS,500 SL,500 SL,Black,Cabriolet,4971,Zuzwil,null,null,2,Hinterradantrieb,5,1985,Benzin,97000,"\"Ab MFK\"",2,Automat,null,""
MERCEDES-BENZ,S 500,S 500,S 500,Black,Limousine,5461,Zuzwil,286 g/km,G,4,Hinterradantrieb,11,2005,Benzin,1500,"\"Ab MFK\"",5,Automat sequentiell,12.2,l/100km
MERCEDES-BENZ,CLS 500,CLS 500,CLS 500,Black,Limousine,4966,Zuzwil,290 g/km,G,4,Hinterradantrieb,1,2005,Benzin,21300,"\"Ab MFK\"",4,Automat sequentiell,12.1,l/100km
MERCEDES-BENZ,G 63 AMG,G 63 AMG,G 63 AMG,Black,SUV / Geländewagen,5461,Zuzwil,322 g/km,G,5,Allrad,4,2013,Benzin,28100,"\"Ab MFK\"",5,Automat sequentiell,13.8,l/100km
MERCEDES-BENZ,S 63 AMG,S 63 AMG L,S 63 AMG L,Black,Limousine,6209,Zuzwil,355 g/km,G,4,Hinterradantrieb,8,2008,Benzin,45600,"\"Ab MFK\"",5,Automat sequentiell,14.9,l/100km
Porsche,911,911 Targa,911 Targa,Black,Cabriolet,3600,Zuzwil,303 g/km,null,2,Hinterradantrieb,5,1997,Benzin,74000,"\"Ab MFK\"",4,Schaltgetriebe manuell,12.8,l/100km
Nissan,MURANO,Murano 3.5 V6,Murano 3.5 V6,Black,SUV / Geländewagen,3498,Zuzwil,295 g/km,G,5,Allrad,10,2005,Benzin,54500,"\"Ab MFK\"",5,"Automat stufenlos, sequentiell",12.3,l/100km
Ferrari,F355,F355 Berlinetta,F355 Berlinetta,Black,Coupé,3496,Zuzwil,470 g/km,null,2,Hinterradantrieb,3,1998,Benzin,32800,"\"Ab MFK\"",2,Schaltgetriebe manuell,20.8,l/100km
Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,Blue,Kombi,4172,Zuzwil,350 g/km,G,5,Allrad,8,2002,Benzin,75200,"\"Ab MFK\", \"Tuning\"",5,Automat sequentiell,14.6,l/100km
Lamborghini,GALLARDO,Gallardo Superleggera,Gallardo Superleggera,Black,Coupé,4961,Zuzwil,400 g/km,G,2,Allrad,6,2007,Benzin,42000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,17.0,l/100km
Audi,R8,R8 Coupé 4.2,R8 Coupé 4.2,Black,Coupé,4163,Zuzwil,326 g/km,G,2,Allrad,10,2007,Benzin,500,"\"Ab MFK\", \"Tuning\"",2,Automatik-Getriebe,13.9,l/100km
Bentley,CONTINENTAL,Continental Supersports Conv.,Continental Supersports Conv.,Black,Cabriolet,5998,Zuzwil,388 g/km,G,2,Allrad,1,2011,Bioethanol,20000,null,2,Automat sequentiell,16.7,l/100km
BMW,M6,M6,M6,Black,Coupé,4999,Zuzwil,357 g/km,G,2,Hinterradantrieb,4,2005,Benzin,58300,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,14.8,l/100km
Toyota,CELICA,Celica 2800 i Supra,Celica 2800 i Supra,Black,Coupé,2759,Zuzwil,null,null,3,Hinterradantrieb,3,1983,Benzin,54100,"\"Ab MFK\"",5,Schaltgetriebe manuell,null,""
BMW,323,323Ci,323Ci,Black,Cabriolet,2494,Zuzwil,232 g/km,null,2,Hinterradantrieb,6,2000,Benzin,228000,"\"Ab MFK\"",4,Automatik-Getriebe,9.7,l/100km
Audi,A4,A4 Avant 3.0 V6 quattro,A4 Avant 3.0 V6 quattro,Black,Kombi,2976,Zuzwil,271 g/km,null,5,Allrad,7,2004,Benzin,66100,null,5,Automatik-Getriebe,11.3,l/100km
MERCEDES-BENZ,CLS 500,CLS 500,CLS 500,Black,Limousine,4966,Zuzwil,290 g/km,G,4,Hinterradantrieb,3,2005,Benzin,66100,"\"Ab MFK\"",4,Automat sequentiell,12.1,l/100km
MERCEDES-BENZ,SL 500,SL 500,SL 500,Black,Cabriolet,4971,Zuzwil,null,null,2,Hinterradantrieb,1,1995,Benzin,56500,"\"Ab MFK\"",0,Automat,null,""
MERCEDES-BENZ,SL 600,SL 600,SL 600,Black,Cabriolet,5513,Zuzwil,346 g/km,G,2,Hinterradantrieb,4,2003,Benzin,70000,"\"Ab MFK\"",2,Automat,14.4,l/100km
Hummer,H3,H3 3.5 Luxury,H3 3.5 Luxury,Blue,SUV / Geländewagen,3462,Zuzwil,333 g/km,G,5,Allrad,1,2006,Benzin,127700,"\"Ab MFK\"",5,Automat,13.9,l/100km
Bentley,CONTINENTAL,Continental GTC 6.0,Continental GTC 6.0,Black,Cabriolet,5998,Zuzwil,410 g/km,G,2,Allrad,7,2007,Benzin,50900,"\"Ab MFK\"",4,Automat,17.1,l/100km
Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,Black,Kombi,4991,Zuzwil,333 g/km,G,5,Allrad,5,2008,Benzin,38500,"\"Ab MFK\"",5,Automat sequentiell,14.0,l/100km
BMW,740,740i,740i,Black,Limousine,3980,Zuzwil,null,null,4,Hinterradantrieb,7,1995,Benzin,65400,"\"Ab MFK\"",5,Automat,null,""
BMW,330,330Ci,330Ci,Black,Coupé,2979,Zuzwil,218 g/km,G,2,Hinterradantrieb,3,2001,Benzin,79500,"\"Ab MFK\"",5,Schaltgetriebe manuell,9.1,l/100km
MG,METRO,METRO 6R4 Gruppe B,6R4 Gruppe B,Black,Coupé,2991,Zuzwil,null,null,2,Allrad,2,1986,Benzin,2500,"\"Ab MFK\"",2,Schaltgetriebe,null,""
BMW,535,535i,535i,Black,Limousine,3498,Zuzwil,null,null,4,Hinterradantrieb,6,1996,Benzin,86100,"\"Ab MFK\"",5,Schaltgetriebe manuell,12.0,l/100km
MERCEDES-BENZ,SL 500,SL 500,SL 500,Black,Cabriolet,4971,Zuzwil,null,null,2,Hinterradantrieb,7,1990,Benzin,23800,"\"Ab MFK\"",0,Automat,null,""
Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,Black,SUV / Geländewagen,4511,Zuzwil,378 g/km,G,5,Allrad,11,2004,Benzin,69500,"\"Ab MFK\"",5,Automat,15.7,l/100km
BMW,M6,M6,M6,Black,Cabriolet,4999,Zuzwil,366 g/km,G,2,Hinterradantrieb,4,2007,Benzin,48000,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe,15.2,l/100km
Maserati,QUATTROPORTE,Quattroporte 4.2,Quattroporte 4.2,Black,Limousine,4244,Zuzwil,370 g/km,G,4,Hinterradantrieb,10,2007,Benzin,21500,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe,15.8,l/100km
MERCEDES-BENZ,CL 600,CL 600,CL 600,Blue,Coupé,5513,Zuzwil,353 g/km,G,2,Hinterradantrieb,12,2003,Benzin,29500,"\"Ab MFK\"",4,Automat,14.7,l/100km
Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,Black,Kombi,4172,Zuzwil,350 g/km,G,5,Allrad,12,2004,Benzin,2300,"\"Ab MFK\"",5,Automat sequentiell,14.6,l/100km
MERCEDES-BENZ,SL 600,SL 600,SL 600,Black,Cabriolet,5513,Zuzwil,326 g/km,G,2,Hinterradantrieb,1,2008,Benzin,29100,"\"Ab MFK\"",2,Automat sequentiell,13.9,l/100km
Porsche,911,911 Carrera Cabrio,911 Carrera Cabrio,Black,Cabriolet,3163,Zuzwil,null,null,2,Hinterradantrieb,12,1984,Benzin,137700,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
Lamborghini,DIABLO,Diablo 5.7 VT Roadster,Diablo 5.7 VT Roadster,Black,Cabriolet,5707,Porrentruy,575 g/km,null,2,Allrad,5,1998,Benzin,13960,"\"Ab MFK\"",2,Schaltgetriebe manuell,24.9,l/100km
Jeep,Grand Cherokee,Grand Cherokee 5.2 Ltd.,Grand Cherokee 5.2 Ltd.,Black,SUV / Geländewagen,5216,Zuzwil,380 g/km,null,5,Allrad,6,1997,Benzin,61000,"\"Ab MFK\"",5,Automat,16.5,l/100km
BMW,730,730d,730d,Black,Limousine,2993,Zuzwil,210 g/km,G,4,Hinterradantrieb,11,2007,Diesel,62000,"\"Ab MFK\"",5,Automat sequentiell,7.9,l/100km
MERCEDES-BENZ,450,450 SLC,SLC,Black,Limousine,4520,Zuzwil,null,null,0,null,8,1973,null,110200,"\"Ab MFK\"",0,null,null,""
Renault,Alpine A110,Alpine A110 1300,1300,Black,Coupé,1288,Zuzwil,null,null,2,Hinterradantrieb,7,1973,Benzin,85000,"\"Ab MFK\"",2,Schaltgetriebe,null,""
Porsche,911,911 GT3,911 GT3,Black,Coupé,3600,Zuzwil,null,null,2,Hinterradantrieb,8,1999,Benzin,29800,"\"Ab MFK\"",4,Schaltgetriebe manuell,12.9,l/100km
MERCEDES-BENZ,SL 600,SL 600,SL 600,Black,Cabriolet,5513,Zuzwil,346 g/km,G,2,Hinterradantrieb,5,2003,Benzin,13900,"\"Ab MFK\"",2,Automat,14.4,l/100km
Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,Blue,Kombi,4172,Zuzwil,350 g/km,G,5,Allrad,3,2003,Benzin,88600,"\"Ab MFK\"",5,Automat sequentiell,14.6,l/100km
Audi,A8,A8 4.2 quattro,A8 4.2 quattro,Black,Limousine,4172,Zuzwil,288 g/km,G,4,Allrad,12,2002,Benzin,44000,"\"Ab MFK\"",5,Automat sequentiell,12.0,l/100km
Yes!,"",Roadster 3.2,Roadster 3.2,Black,Cabriolet,3189,Zuzwil,null,null,2,Hinterradantrieb,9,2007,Benzin,9400,"\"Ab MFK\"",2,Schaltgetriebe,null,""
Porsche,911,911 Carrera,911 Carrera,Black,Coupé,3163,Zuzwil,null,null,2,Hinterradantrieb,2,1984,Benzin,108500,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
VW,PHAETON,Phaeton 6.0 W12 4Motion,Phaeton 6.0 W12 4Motion,Black,Limousine,5998,Zuzwil,374 g/km,G,4,Allrad,11,2002,Benzin,175000,"\"Ab MFK\"",5,Automat sequentiell,15.6,l/100km
Ferrari,F360,F360 Modena Berlinetta,F360 Modena Berlinetta,Black,Coupé,3586,Zuzwil,440 g/km,G,2,Hinterradantrieb,10,1999,Benzin,26200,"\"Ab MFK\"",2,Automatik-Getriebe,17.9,l/100km
Audi,S5,S5 Coupé 4.2 FSI quattro,S5 Coupé 4.2 FSI quattro,Black,Coupé,4163,Zuzwil,298 g/km,G,2,Allrad,5,2008,Benzin,67700,"\"Ab MFK\"",4,Schaltgetriebe manuell,12.4,l/100km
Aston Martin,LAGONDA,LAGONDA Shooting Brake,Shooting Brake,Black,Kombi,5340,Safenwil,null,null,4,Hinterradantrieb,3,1987,Benzin,39000,"\"Ab MFK\"",4,Automatik-Getriebe,null,""
MERCEDES-BENZ,SL 500,SL 500,SL 500,Black,Cabriolet,4966,Zuzwil,304 g/km,G,2,Hinterradantrieb,11,2001,Benzin,20500,"\"Ab MFK\"",2,Automat,12.7,l/100km
Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,Black,Kombi,4172,Zuzwil,350 g/km,G,5,Allrad,7,2002,Benzin,91100,"\"Ab MFK\"",5,Automat sequentiell,14.6,l/100km
Lamborghini,AVENTADOR,Aventador LP700-4 Rds,Aventador LP700-4 Rds,Black,Cabriolet,6498,Porrentruy,370 g/km,G,2,Allrad,3,2014,Benzin,1999,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,16.0,l/100km
Porsche,924,924 Turbo,Turbo,Blue,Coupé,1984,Zuzwil,null,null,2,Hinterradantrieb,9,1981,Benzin,114000,"\"Ab MFK\"",4,Schaltgetriebe manuell,null,""
Bentley,CONTINENTAL,Continental FlyingSpur6.0,Continental FlyingSpur6.0,Black,Limousine,5998,Zuzwil,396 g/km,G,4,Allrad,2,2007,Benzin,28000,"\"Ab MFK\"",5,Automat sequentiell,17.0,l/100km
ROLLS-ROYCE,Silver Spirit,Silver Spirit Mk. I,Mk. I,Black,Limousine,6750,Zuzwil,null,null,4,Hinterradantrieb,4,1983,Benzin,99300,"\"Ab MFK\"",5,Automatik-Getriebe,null,""
Mclaren,12C,MP4-12C 3.8 V8,MP4-12C 3.8 V8,Black,Coupé,3798,Zuzwil,279 g/km,G,2,Hinterradantrieb,6,2012,Benzin,55,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,11.7,l/100km
Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,Black,SUV / Geländewagen,4806,Zuzwil,358 g/km,G,5,Allrad,4,2008,Benzin,18200,"\"Ab MFK\"",5,Automat,14.9,l/100km
Land Rover,RANGE ROVER SPORT,Range Rover Sport 5.0 V8 SC,Range Rover Sport 5.0 V8 SC,Black,SUV / Geländewagen,4999,Zuzwil,348 g/km,G,5,Allrad,9,2010,Benzin,15000,"\"Ab MFK\"",5,Automat sequentiell,14.9,l/100km
MERCEDES-BENZ,S 500,S 500,S 500,Black,Limousine,4966,Zuzwil,299 g/km,G,4,Hinterradantrieb,10,1999,Benzin,51000,"\"Ab MFK\"",5,Automat,12.5,l/100km
MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,Black,Cabriolet,5439,Zuzwil,340 g/km,G,2,Hinterradantrieb,8,2002,Benzin,34500,"\"Ab MFK\"",2,Automat,14.2,l/100km
Audi,A8,A8 3.7,A8 3.7,Black,Limousine,3695,Zuzwil,314 g/km,null,4,Vorderradantrieb,6,1999,Benzin,19900,"\"Ab MFK\"",5,Automat,13.3,l/100km
MERCEDES-BENZ,600-SERIES,611 DS,611 DS,Black,Sattelschlepper,3972,Zuzwil,null,null,2,Hinterradantrieb,4,1996,Diesel,65400,null,2,Schaltgetriebe,null,""
Audi,RS4,RS4 Avant 4.2 FSI quattro,RS4 Avant 4.2 FSI quattro,Black,Kombi,4163,Zuzwil,249 g/km,G,5,Allrad,3,2013,Benzin,34200,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automatisiertes Schaltgetriebe,10.7,l/100km
Renault,Alpine A110,Alpine A110 1600 SX,1600 SX,Blue,Coupé,1635,Zuzwil,null,null,2,Hinterradantrieb,7,1976,Benzin,60000,"\"Ab MFK\"",2,Schaltgetriebe,null,""
MERCEDES-BENZ,CL 63 AMG,CL 63 AMG FAB DESIGN,CL 63 AMG FAB DESIGN,Black,Coupé,6209,Zuzwil,355 g/km,G,2,Hinterradantrieb,8,2008,Benzin,35800,"\"Ab MFK\"",4,Automat sequentiell,14.9,l/100km
Audi,RS4,RS4 Avant quattro,RS4 Avant quattro,Black,Kombi,2671,Zuzwil,288 g/km,G,5,Allrad,2,2001,Benzin,72600,"\"Ab MFK\"",5,Schaltgetriebe manuell,12.0,l/100km
MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,Black,Cabriolet,5439,Zuzwil,340 g/km,G,2,Hinterradantrieb,4,2002,Benzin,31200,"\"Ab MFK\"",2,Automat,14.2,l/100km
Lotus,ESPRIT,Esprit 3.5 V8 SE,Esprit 3.5 V8 SE,Black,Coupé,3506,Zuzwil,366 g/km,G,2,Hinterradantrieb,6,2002,Benzin,150,"\"Ab MFK\"",2,Schaltgetriebe manuell,15.7,l/100km
Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,Black,SUV / Geländewagen,4806,Zuzwil,358 g/km,G,5,Allrad,5,2008,Benzin,16500,"\"Ab MFK\"",5,Automat sequentiell,14.9,l/100km
Renault,R12,R12 Gordini,Gordini,Black,Limousine,1565,Zuzwil,null,null,4,null,4,1972,Benzin,14873,"\"Ab MFK\"",0,null,null,""
Toyota,DYNA,DYNA Bergungsfahrzeug,Bergungsfahrzeug,Black,Pick-up,2976,Zuzwil,null,null,2,null,1,1981,Diesel,26900,null,3,Schaltgetriebe,null,""
Lamborghini,GALLARDO,GallardoLP570-4CpéTecnica,GallardoLP570-4CpéTecnica,Black,Coupé,5204,St. Gallen,319 g/km,G,2,Allrad,9,2014,Benzin,1700,"\"Ab MFK\"",2,Automat sequentiell,13.5,l/100km
VW,TOUAREG,Touareg R50 V10,Touareg R50 V10,Black,SUV / Geländewagen,4921,Zuzwil,333 g/km,G,5,Allrad,4,2008,Diesel,108500,"\"Ab MFK\", \"Tuning\"",5,Automat,12.6,l/100km
MERCEDES-BENZ,SLK 200,SLK 200 Kompressor,SLK 200 Kompressor,Black,Cabriolet,1796,Zuzwil,218 g/km,null,2,Hinterradantrieb,10,2007,Benzin,300,null,2,Automatik-Getriebe,9.1,l/100km
Bentley,ARNAGE,Arnage Green Label,Arnage Green Label,Blue,Limousine,4398,Zuzwil,390 g/km,G,4,Hinterradantrieb,2,1999,Benzin,44600,"\"Ab MFK\"",5,Automat,19.9,l/100km
Audi,S3,S3 quattro,S3 quattro,Black,Limousine,1781,Zuzwil,226 g/km,G,3,Allrad,3,2002,Benzin,316200,"\"Ab MFK\"",5,Schaltgetriebe manuell,9.4,l/100km
Chrysler,VIPER,Viper RT/10,Viper RT/10,Black,Cabriolet,7986,Zuzwil,null,null,2,Hinterradantrieb,4,1996,Benzin,20000,"\"Ab MFK\"",2,Schaltgetriebe manuell,null,""
MERCEDES-BENZ,SLK 55 AMG,SLK 55 AMG,SLK 55 AMG,Black,Cabriolet,5461,Zuzwil,195 g/km,G,2,Hinterradantrieb,9,2012,Benzin,19400,"\"Ab MFK\", \"Direkt-/Parallelimport\"",2,Automat sequentiell,8.4,l/100km
Bentley,CONTINENTAL,Continental GT 6.0,Continental GT 6.0,Black,Coupé,5998,Zuzwil,410 g/km,G,2,Allrad,1,2005,Benzin,84000,"\"Ab MFK\"",4,Automat,17.1,l/100km
MERCEDES-BENZ,SL 500,SL 500,SL 500,Black,Cabriolet,4971,Zuzwil,null,null,2,Hinterradantrieb,7,1992,Benzin,125600,"\"Ab MFK\"",2,Automat,null,""
Lotus,ELISE,Elise,Elise,Black,Cabriolet,1796,Zuzwil,183 g/km,G,2,Hinterradantrieb,6,2001,Benzin,75100,"\"Ab MFK\"",2,Schaltgetriebe manuell,7.7,l/100km
Maserati,QUATTROPORTE,Quattroporte 4.2,Quattroporte 4.2,Black,Limousine,4244,Zuzwil,370 g/km,G,4,Hinterradantrieb,5,2006,Benzin,10600,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe,15.8,l/100km
MERCEDES-BENZ,SL 600,SL 600,SL 600,Black,Cabriolet,5984,Zuzwil,null,null,2,Hinterradantrieb,9,1992,Benzin,108100,"\"Ab MFK\"",0,Automat,null,""
MERCEDES-BENZ,SL 500,SL 500 Edition,SL 500 Edition,Black,Cabriolet,4966,Zuzwil,300 g/km,null,2,Hinterradantrieb,4,2000,Benzin,51000,"\"Ab MFK\"",2,Automat,12.5,l/100km
Hyundai,COUPÉ,Coupé 2.7 24V FX,Coupé 2.7 24V FX,Black,Coupé,2656,Zuzwil,236 g/km,G,3,Vorderradantrieb,4,2007,Benzin,26900,"\"Ab MFK\"",4,Schaltgetriebe manuell,9.9,l/100km
MERCEDES-BENZ,CLS 500,CLS 500,CLS 500,Other,Limousine,4966,Zuzwil,290 g/km,G,4,Hinterradantrieb,11,2004,Benzin,120900,"\"Ab MFK\"",4,Automat sequentiell,12.1,l/100km
Opel,SPEEDSTER,Speedster 2.2 16V,Speedster 2.2 16V,Blue,Cabriolet,2198,Zuzwil,205 g/km,G,2,Hinterradantrieb,6,2004,Benzin,9000,"\"Ab MFK\"",2,Schaltgetriebe manuell,8.5,l/100km
MERCEDES-BENZ,ML 430,ML 430,ML 430,Black,SUV / Geländewagen,4266,Zuzwil,345 g/km,G,5,Allrad,4,2001,Benzin,16000,"\"Ab MFK\"",5,Automat,14.4,l/100km
MERCEDES-BENZ,SL 65 AMG,SL 65 AMG,SL 65 AMG,Black,Cabriolet,5981,Zuzwil,362 g/km,G,2,Hinterradantrieb,3,2005,Benzin,15300,"\"Ab MFK\"",2,Automat,15.1,l/100km
Porsche,911,911 GT3,911 GT3,Black,Coupé,3800,Zuzwil,289 g/km,G,2,Hinterradantrieb,7,2014,Benzin,100,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe,12.4,l/100km
Nissan,Skyline,Skyline Rennwagen,Rennwagen,Black,Coupé,2568,Zuzwil,null,null,2,Allrad,1,2002,Benzin,15000,"\"Tuning\"",2,Schaltgetriebe,null,""
Bentley,CONTINENTAL,Continental GT Speed 6.0,Continental GT Speed 6.0,Black,Coupé,5998,Zuzwil,396 g/km,G,2,Allrad,5,2008,Benzin,36900,"\"Ab MFK\"",4,Automat sequentiell,16.6,l/100km
MERCEDES-BENZ,ML 500,ML 500 4Matic,ML 500 4Matic,Black,SUV / Geländewagen,4966,Zuzwil,319 g/km,G,5,Allrad,3,2007,Benzin,1,"\"Ab MFK\"",5,Automat sequentiell,13.4,l/100km
Ferrari,575M,575M,575M,Black,Coupé,5748,Zuzwil,499 g/km,G,2,Hinterradantrieb,1,2003,Benzin,23100,"\"Ab MFK\"",2,Automatik-Getriebe,21.8,l/100km
MERCEDES-BENZ,E 63 AMG,E 63 AMG Avantgarde,E 63 AMG Avantgarde,Black,Limousine,6209,Zuzwil,341 g/km,G,4,Hinterradantrieb,7,2007,Benzin,39900,"\"Ab MFK\"",5,Automat sequentiell,14.3,l/100km
