ID,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText
511.0,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Black,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,7,2003,Benzin,500,schwarz,43300,"\"Ab MFK\"",2,Automat
512.0,MERCEDES-BENZ,S 600,S 600,S 600,MERCEDES-BENZ S 600,Black,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,1995,Benzin,394,braun,62000,"\"Ab MFK\"",4,Automat
513.0,Renault,ALPINE,ALPINE 2700VA,2700VA,RENAULT ALPINE 2700VA,Black,Coupé,0,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1979,Benzin,150,null,36900,"\"Ab MFK\"",4,Schaltgetriebe
514.0,Nissan,SUNNY,SUNNY 2.0 16V GTI-R Rallye,2.0 16V GTI-R Rallye,NISSAN SUNNY 2.0 16V GTI-R Rallye,Black,Limousine,1997,Zuzwil,null,Occasion,null,null,3,Allrad,1,1992,null,250,schwarz,98000,"\"Ab MFK\"",0,Schaltgetriebe
515.0,Alfa Romeo,GTV,GTV 2000 Bertone,2000 Bertone,ALFA ROMEO GTV 2000 Bertone,Black,Coupé,1961,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1972,Benzin,130,schwarz,18400,null,4,Schaltgetriebe
516.0,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,Black,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1991,Benzin,320,schwarz,55300,"\"Ab MFK\"",2,Automat
517.0,Lamborghini,GALLARDO,Gallardo LP570-4 Coupé SL,Gallardo LP570-4 Coupé SL,LAMBORGHINI Gallardo LP570-4 Coupé SL,Black,Coupé,5204,Zuzwil,325 g/km,Occasion,G,13.7 l/100km,2,Allrad,1,2011,Benzin,570,schwarz,19300,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
518.0,Seat,IBIZA,Ibiza 1.9 TDI FR,Ibiza 1.9 TDI FR,SEAT Ibiza 1.9 TDI FR,Black,Kleinwagen,1896,Zuzwil,138 g/km,Occasion,D,5.1 l/100km,3,Vorderradantrieb,8,2005,Diesel,130,anthrazit,132200,"\"Ab MFK\"",5,Schaltgetriebe manuell
519.0,Volvo,S40,S40 2.0 T,S40 2.0 T,VOLVO S40 2.0 T,Black,Limousine,1948,Zuzwil,236 g/km,Occasion,null,9.9 l/100km,4,Vorderradantrieb,5,1999,Benzin,160,anthrazit,107000,"\"Ab MFK\"",5,Automat
52.0,MERCEDES-BENZ,CLS 500,CLS 500,CLS 500,MERCEDES-BENZ CLS 500,Blue,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,12,2004,Benzin,306,schwarz,51000,"\"Ab MFK\"",4,Automat sequentiell
520.0,Audi,R8,R8 Spyder 5.2,R8 Spyder 5.2,AUDI R8 Spyder 5.2,Black,Cabriolet,5204,Zuzwil,332 g/km,Occasion,G,14.2 l/100km,2,Allrad,4,2010,Benzin,525,schwarz,37000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
521.0,MERCEDES-BENZ,500,500 SE,500 SE,MERCEDES-BENZ 500 SE,Black,Limousine,4971,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1991,Benzin,320,grau,156300,"\"Ab MFK\"",5,Automat
522.0,Jeep,Grand Cherokee,Grand Cherokee 5.2 Ltd.,Grand Cherokee 5.2 Ltd.,JEEP Grand Cherokee 5.2 Ltd.,Black,SUV / Geländewagen,5213,Zuzwil,null,Occasion,null,null,5,Allrad,2,1995,Benzin,212,beige,133500,"\"Ab MFK\"",5,Automat
523.0,Ferrari,F355,F355 Spider,F355 Spider,FERRARI F355 Spider,Black,Cabriolet,3496,Zuzwil,470 g/km,Occasion,null,20.8 l/100km,2,Hinterradantrieb,7,1998,Benzin,380,schwarz,34600,"\"Ab MFK\"",2,Schaltgetriebe manuell
524.0,Audi,S6,S6 Avant quattro 4.2,S6 Avant quattro 4.2,AUDI S6 Avant quattro 4.2,Black,Kombi,4170,Zuzwil,353 g/km,Occasion,null,14.9 l/100km,5,Allrad,6,1997,Benzin,290,beige,91900,"\"Ab MFK\"",5,Automat
525.0,BMW,M5,M5,M5,BMW M5,Black,Limousine,4395,Zuzwil,231 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,9,2013,Benzin,575,schwarz,15300,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
526.0,Lamborghini,GALLARDO,Gallardo LP560-4 Coupé,Gallardo LP560-4 Coupé,LAMBORGHINI Gallardo LP560-4 Coupé,Black,Coupé,5204,Zuzwil,325 g/km,Occasion,G,13.7 l/100km,2,Allrad,6,2008,Benzin,560,schwarz,28500,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
527.0,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,Black,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,6,2003,Benzin,500,schwarz,45300,"\"Ab MFK\"",2,Automat
528.0,MERCEDES-BENZ,C 180,C 180 Esprit,C 180 Esprit,MERCEDES-BENZ C 180 Esprit,Black,Limousine,1799,Zuzwil,218 g/km,Occasion,null,9.2 l/100km,4,Hinterradantrieb,11,1997,Benzin,122,schwarz,118200,"\"Ab MFK\"",5,Schaltgetriebe manuell
529.0,Lamborghini,MURCIÉLAGO,Murciélago 6.2 Coupé,Murciélago 6.2 Coupé,LAMBORGHINI Murciélago 6.2 Coupé,Black,Coupé,6192,Zuzwil,500 g/km,Occasion,G,21.5 l/100km,2,Allrad,7,2005,Benzin,580,schwarz,49800,"\"Ab MFK\", \"Tuning\"",2,Automatisiertes Schaltgetriebe
53.0,MERCEDES-BENZ,"",SL 250 Pagode,SL 250 Pagode,MERCEDES-BENZ SL 250 Pagode,Blue,Cabriolet,2496,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1967,Benzin,150,beige,47700,"\"Ab MFK\"",2,Schaltgetriebe
530.0,Lamborghini,MURCIÉLAGO,Murciélago LP640-4 Cpé,Murciélago LP640-4 Cpé,LAMBORGHINI Murciélago LP640-4 Cpé,Black,Coupé,6496,Porrentruy,495 g/km,Occasion,G,21.3 l/100km,2,Allrad,4,2011,Benzin,641,schwarz,7890,"\"Ab MFK\"",2,Schaltgetriebe manuell
531.0,BMW,X5,X5 4.4i,X5 4.4i,BMW X5 4.4i,Black,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,5,2003,Benzin,286,grau,66800,"\"Ab MFK\"",5,Automat sequentiell
532.0,Audi,S8,S8 4.2 quattro,S8 4.2 quattro,AUDI S8 4.2 quattro,Black,Limousine,4172,Zuzwil,331 g/km,Occasion,null,13.8 l/100km,4,Allrad,3,2001,Benzin,360,schwarz,49300,"\"Ab MFK\"",5,Automatik-Getriebe
533.0,MERCEDES-BENZ,E 500,E 500 Avantgarde,E 500 Avantgarde,MERCEDES-BENZ E 500 Avantgarde,Black,Kombi,4966,Zuzwil,284 g/km,Occasion,G,11.9 l/100km,5,Hinterradantrieb,4,2004,Benzin,306,null,123300,"\"Ab MFK\"",5,Automat sequentiell
534.0,BMW,750,750iL,750iL,BMW 750iL,Black,Limousine,5377,Zuzwil,338 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,1,1995,Benzin,327,schwarz,111900,"\"Ab MFK\"",5,Automat
535.0,BMW,330,330Ci,330Ci,BMW 330Ci,Black,Cabriolet,2979,Zuzwil,237 g/km,Occasion,G,9.9 l/100km,2,Hinterradantrieb,5,2001,Benzin,231,schwarz,65300,"\"Ab MFK\"",4,Schaltgetriebe manuell
536.0,BMW,320,320i Touring,320i Touring,BMW 320i Touring,Black,Kombi,1990,Zuzwil,215 g/km,Occasion,null,9.0 l/100km,5,Hinterradantrieb,1,1996,Benzin,150,schwarz,79800,"\"Ab MFK\"",5,Schaltgetriebe manuell
537.0,Renault,"",DAUPHINE GORDINI,DAUPHINE GORDINI,RENAULT DAUPHINE GORDINI,Black,Limousine,845,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1960,Benzin,33,beige,177000,"\"Ab MFK\"",5,Schaltgetriebe
538.0,BMW,525,525xi,525xi,BMW 525xi,Black,Limousine,2497,Zuzwil,232 g/km,Occasion,G,9.6 l/100km,4,Allrad,1,2007,Benzin,218,schwarz,99800,"\"Ab MFK\"",5,Schaltgetriebe manuell
539.0,ROLLS-ROYCE,CORNICHE,CORNICHE II Coupé,II Coupé,ROLLS-ROYCE CORNICHE II Coupé,Black,Coupé,0,Basel,null,Oldtimer,null,null,0,null,7,1980,Benzin,0,braun,32000,null,4,null
54.0,Land Rover,RANGE ROVER SPORT,Range Rover Sport 4.2 V8 SC,Range Rover Sport 4.2 V8 SC,LAND ROVER Range Rover Sport 4.2 V8 SC,Blue,SUV / Geländewagen,4197,Zuzwil,374 g/km,Occasion,G,15.9 l/100km,5,Allrad,6,2006,Benzin,390,schwarz,49900,null,5,Automat
540.0,Ferrari,F40 / F50,F40 / F50,null,FERRARI F40 / F50,Black,Coupé,2935,Sursee,null,Occasion,null,null,2,Hinterradantrieb,2,1989,null,478,null,7000,null,2,Schaltgetriebe
541.0,Renault,Alpine A110,Alpine A110 1600 S,1600 S,RENAULT Alpine A110 1600 S,Black,Coupé,1605,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1972,Benzin,124,schwarz,68000,"\"Ab MFK\"",2,Schaltgetriebe
542.0,MERCEDES-BENZ,CLS 63 AMG,CLS 63 AMG,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG,Black,Limousine,5461,Zuzwil,231 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,9,2011,Benzin,525,beige,69200,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
543.0,BMW,M3,M3,M3,BMW M3,Black,Limousine,2301,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1987,Benzin,195,schwarz,88000,null,4,Schaltgetriebe manuell
544.0,MERCEDES-BENZ,CL 600,CL 600,CL 600,MERCEDES-BENZ CL 600,Black,Coupé,5513,Zuzwil,353 g/km,Occasion,G,14.7 l/100km,2,Hinterradantrieb,11,2003,Benzin,500,schwarz,41100,"\"Ab MFK\"",4,Automat
545.0,Daimler,V8,V8 4.0,V8 4.0,DAIMLER V8 4.0,Black,Limousine,3996,Zuzwil,285 g/km,Occasion,G,11.9 l/100km,4,Hinterradantrieb,5,1998,Benzin,284,beige,100,"\"Ab MFK\"",5,Automat
546.0,BMW,530,530i Touring,530i Touring,BMW 530i Touring,Black,Kombi,2979,Zuzwil,238 g/km,Occasion,null,9.9 l/100km,5,Hinterradantrieb,5,2001,Benzin,231,null,120900,"\"Ab MFK\"",5,Automatik-Getriebe
547.0,BMW,528,528i Touring,528i Touring,BMW 528i Touring,Black,Kombi,2793,Zuzwil,230 g/km,Occasion,G,9.7 l/100km,5,Hinterradantrieb,4,1997,Benzin,193,schwarz,38000,"\"Ab MFK\"",5,Schaltgetriebe manuell
548.0,Ferrari,456,456M GTA,456M GTA,FERRARI 456M GTA,Black,Coupé,5474,Zuzwil,520 g/km,Occasion,G,22.3 l/100km,2,Hinterradantrieb,12,1999,Benzin,442,beige,18200,"\"Ab MFK\"",4,Automat
549.0,Bentley,CONTINENTAL,Continental R Coupé,Continental R Coupé,BENTLEY Continental R Coupé,Black,Coupé,6749,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1994,Benzin,360,beige,60000,"\"Ab MFK\"",4,Automat
55.0,Lamborghini,MURCIÉLAGO,Murciélago LP640-4 Cpé,Murciélago LP640-4 Cpé,LAMBORGHINI Murciélago LP640-4 Cpé,Blue,Coupé,6496,Zuzwil,495 g/km,Occasion,G,21.3 l/100km,2,Allrad,3,2007,Benzin,641,schwarz,33000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
550.0,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,Black,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1992,Benzin,320,schwarz,129700,"\"Ab MFK\"",0,Automat
551.0,Renault,ALPINE,ALPINE V6,V6,RENAULT ALPINE V6,Black,Coupé,2663,Zuzwil,null,Occasion,null,null,2,null,8,1983,Benzin,150,beige,128500,"\"Ab MFK\"",4,Schaltgetriebe
552.0,Ford,SIERRA,Sierra 2.0i Cosworth 4x4,Sierra 2.0i Cosworth 4x4,FORD Sierra 2.0i Cosworth 4x4,Black,Limousine,1993,Zuzwil,null,Occasion,null,null,4,Allrad,9,1990,Benzin,220,schwarz,164400,"\"Ab MFK\"",5,Schaltgetriebe manuell
553.0,Audi,RS4,RS4 Avant 4.2 V8 quattro,RS4 Avant 4.2 V8 quattro,AUDI RS4 Avant 4.2 V8 quattro,Black,Kombi,4163,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,5,Allrad,8,2006,Benzin,420,schwarz,117400,"\"Ab MFK\"",5,Schaltgetriebe manuell
554.0,Porsche,911,911 Carrera Jubilé 40,911 Carrera Jubilé 40,PORSCHE 911 Carrera Jubilé 40,Black,Coupé,3596,Zuzwil,274 g/km,Occasion,G,11.3 l/100km,2,Hinterradantrieb,3,2004,Benzin,345,schwarz,61400,"\"Ab MFK\"",4,Schaltgetriebe manuell
555.0,VW,PHAETON,Phaeton 6.0 W12 4Motion,Phaeton 6.0 W12 4Motion,VW Phaeton 6.0 W12 4Motion,Black,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,11,2002,Benzin,420,grau,15900,"\"Ab MFK\"",5,Automat sequentiell
556.0,MERCEDES-BENZ,SL 320,SL 320,SL 320,MERCEDES-BENZ SL 320,Black,Cabriolet,3199,Zuzwil,317 g/km,Occasion,null,13.4 l/100km,2,Hinterradantrieb,1,1999,Benzin,231,schwarz,70900,"\"Ab MFK\"",2,Automat
557.0,Porsche,911,911 GT3 RS,911 GT3 RS,PORSCHE 911 GT3 RS,Black,Coupé,3996,Sursee,326 g/km,Occasion,G,13.8 l/100km,2,Hinterradantrieb,11,2011,Benzin,500,rot,6300,null,2,Schaltgetriebe manuell
558.0,MERCEDES-BENZ,E 63 AMG,E 63 AMG,E 63 AMG,MERCEDES-BENZ E 63 AMG,Black,Limousine,6209,Zuzwil,295 g/km,Occasion,G,12.6 l/100km,4,Hinterradantrieb,3,2010,Benzin,525,schwarz,7400,"\"Ab MFK\"",5,Automat sequentiell
559.0,Porsche,911,911 Carrera 4,911 Carrera 4,PORSCHE 911 Carrera 4,Black,Coupé,3387,Zuzwil,null,Occasion,null,11.8 l/100km,2,Allrad,5,1999,Benzin,300,blau,77800,"\"Ab MFK\"",4,Automatik-Getriebe
56.0,Audi,RS4,RS4 Avant quattro,RS4 Avant quattro,AUDI RS4 Avant quattro,Blue,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,3,2001,Benzin,380,weiss,50000,"\"Ab MFK\"",5,Schaltgetriebe manuell
560.0,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,Black,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1995,Benzin,394,beige,75200,"\"Ab MFK\"",0,Automat
561.0,BMW,540,540i,540i,BMW 540i,Black,Limousine,4398,Zuzwil,292 g/km,Occasion,null,12.1 l/100km,4,Hinterradantrieb,11,1998,Benzin,286,schwarz,93000,"\"Ab MFK\"",5,Automatik-Getriebe
562.0,Trabant,"",1300S Trabusa,1300S Trabusa,TRABANT 1300S Trabusa,Black,Limousine,1299,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,1,2009,Benzin,0,schwarz,999,"\"Rennwagen\"",0,Schaltgetriebe
563.0,Seat,LEON,Leon 2.0 TSI FR,Leon 2.0 TSI FR,SEAT Leon 2.0 TSI FR,Black,Limousine,1984,Zuzwil,190 g/km,Occasion,G,7.9 l/100km,5,Vorderradantrieb,1,2009,Benzin,200,anthrazit,53300,"\"Ab MFK\"",5,Schaltgetriebe manuell
564.0,Jaguar,E,E E-Type III,E-Type III,JAGUAR E E-Type III,Black,Cabriolet,5343,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1974,Benzin,269,schwarz,49200,"\"Ab MFK\"",2,Automat
565.0,Lamborghini,AVENTADOR,Aventador LP700-4 Rds,Aventador LP700-4 Rds,LAMBORGHINI Aventador LP700-4 Rds,Black,Cabriolet,6498,Zuzwil,370 g/km,Neu,G,16.0 l/100km,2,Allrad,3,2015,Benzin,700,schwarz,90,"\"Ab MFK\", \"Direkt-/Parallelimport\"",2,Automatisiertes Schaltgetriebe
566.0,MERCEDES-BENZ,S 55 AMG,S 55 AMG,S 55 AMG,MERCEDES-BENZ S 55 AMG,Black,Limousine,5439,Zuzwil,317 g/km,Occasion,G,13.2 l/100km,4,Hinterradantrieb,3,2003,Benzin,500,schwarz,121900,"\"Ab MFK\"",5,Automat
567.0,BMW,X5,X5 4.4i,X5 4.4i,BMW X5 4.4i,Black,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,12,2000,Benzin,286,grau,3600,"\"Ab MFK\"",5,Automat sequentiell
568.0,Maserati,QUATTROPORTE,Quattroporte 4.2,Quattroporte 4.2,MASERATI Quattroporte 4.2,Black,Limousine,4244,Zuzwil,null,Occasion,G,15.8 l/100km,4,Hinterradantrieb,7,2004,Benzin,400,blau,56600,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
569.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Black,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,10,2003,Benzin,450,schwarz,40900,"\"Ab MFK\"",5,Automat sequentiell
57.0,Renault,ALPINE,Alpine A310 V6,Alpine A310 V6,RENAULT Alpine A310 V6,Blue,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1980,Benzin,150,mehrfarbig,108000,"\"Ab MFK\"",4,Schaltgetriebe manuell
570.0,Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,Black,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,3,2009,Benzin,700,schwarz,29500,"\"Ab MFK\"",5,Automat
571.0,Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,Black,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,8,2003,Benzin,450,beige,114000,"\"Ab MFK\"",5,Automat sequentiell
572.0,BMW,760,760i L,760i L,BMW 760i L,Black,Limousine,5972,Zuzwil,330 g/km,Occasion,G,13.6 l/100km,4,Hinterradantrieb,1,2003,Benzin,445,beige,94500,"\"Ab MFK\"",5,Automat sequentiell
573.0,MERCEDES-BENZ,B 200,B 200 T Sailing Edition,B 200 T Sailing Edition,MERCEDES-BENZ B 200 T Sailing Edition,Black,Kompaktvan / Minivan,2035,Zuzwil,195 g/km,Occasion,G,8.1 l/100km,5,Vorderradantrieb,8,2006,Benzin,193,null,60500,"\"Ab MFK\"",5,Schaltgetriebe manuell
574.0,Maserati,QUATTROPORTE,Quattroporte 4.2,Quattroporte 4.2,MASERATI Quattroporte 4.2,Black,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,12,2006,Benzin,400,schwarz,9800,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
575.0,BMW,335,335i,335i,BMW 335i,Black,Cabriolet,2979,Zuzwil,238 g/km,Occasion,G,9.9 l/100km,2,Hinterradantrieb,7,2007,Benzin,306,schwarz,77500,"\"Ab MFK\"",4,Schaltgetriebe manuell
576.0,MERCEDES-BENZ,SLK 55 AMG,SLK 55 AMG,SLK 55 AMG,MERCEDES-BENZ SLK 55 AMG,Black,Cabriolet,5439,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,2,Hinterradantrieb,4,2005,Benzin,360,schwarz,42500,"\"Ab MFK\"",2,Automat sequentiell
577.0,Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,Black,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,10,2005,Benzin,450,beige,64500,"\"Ab MFK\"",5,Automat sequentiell
578.0,Bentley,ARNAGE,Arnage Red Label,Arnage Red Label,BENTLEY Arnage Red Label,Black,Limousine,6761,Zuzwil,456 g/km,Occasion,G,19.2 l/100km,4,Hinterradantrieb,2,2000,Benzin,405,braun,111600,"\"Ab MFK\"",5,Automat
579.0,Audi,TT,TTS Cpé 2.0 TFSI quattro,TTS Cpé 2.0 TFSI quattro,AUDI TTS Cpé 2.0 TFSI quattro,Black,Coupé,1984,Zuzwil,188 g/km,Occasion,G,7.9 l/100km,3,Allrad,8,2008,Benzin,272,schwarz,29300,"\"Ab MFK\", \"Tuning\"",4,Automatisiertes Schaltgetriebe
58.0,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,Blue,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,6,2003,Benzin,600,schwarz,77700,"\"Ab MFK\"",2,Automat
580.0,MERCEDES-BENZ,CL 600,CL 600,CL 600,MERCEDES-BENZ CL 600,Black,Coupé,5786,Zuzwil,321 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,6,2000,Benzin,367,schwarz,103800,"\"Ab MFK\"",4,Automat
581.0,Renault,R5,R5 1400 Alpine Turbo,R5 1400 Alpine Turbo,RENAULT R5 1400 Alpine Turbo,Black,Kleinwagen,1397,Zuzwil,null,Occasion,null,null,3,Vorderradantrieb,12,1983,Benzin,108,braun,159700,"\"Ab MFK\"",4,Schaltgetriebe manuell
582.0,MERCEDES-BENZ,ML 500,ML 500,ML 500,MERCEDES-BENZ ML 500,Black,SUV / Geländewagen,4966,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,2,2002,Benzin,292,grau,118000,"\"Ab MFK\"",5,Automat
583.0,Ford,CAPRI,CAPRI RS 2600,RS 2600,FORD CAPRI RS 2600,Black,Coupé,2632,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1973,Benzin,150,schwarz,36100,null,4,Schaltgetriebe
584.0,MERCEDES-BENZ,E 50 AMG,E 50 AMG Avantgarde,E 50 AMG Avantgarde,MERCEDES-BENZ E 50 AMG Avantgarde,Black,Limousine,4973,Zuzwil,315 g/km,Occasion,null,13.5 l/100km,4,Hinterradantrieb,3,1997,Benzin,347,schwarz,70700,"\"Ab MFK\"",5,Automat
585.0,BMW,M5,M5,M5,BMW M5,Black,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,5,2005,Benzin,503,weiss,21700,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
586.0,BMW-ALPINA,5 SERIES,B10 4.6 S.Tronic,B10 4.6 S.Tronic,BMW-ALPINA B10 4.6 S.Tronic,Black,Limousine,4619,Zuzwil,355 g/km,Occasion,G,14.9 l/100km,4,Hinterradantrieb,10,1998,Benzin,347,schwarz,94400,"\"Ab MFK\"",5,Automat
587.0,Ford,ESCORT,Escort 2.0i RS Cosworth,Escort 2.0i RS Cosworth,FORD Escort 2.0i RS Cosworth,Black,Limousine,1992,Zuzwil,null,Occasion,null,null,3,Allrad,4,1994,Benzin,220,mehrfarbig,11000,"\"Ab MFK\", \"Tuning\"",5,Schaltgetriebe manuell
588.0,MERCEDES-BENZ,E 55 AMG,E 55 AMG Avantgarde,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,Black,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,2,1998,Benzin,354,schwarz,63400,"\"Ab MFK\"",5,Automat
589.0,BMW,2002,2002 Turbo,Turbo,BMW 2002 Turbo,Black,Limousine,1990,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1974,Benzin,170,schwarz,134000,"\"Ab MFK\"",4,Schaltgetriebe manuell
59.0,BMW,750,750i,750i,BMW 750i,Blue,Limousine,5379,Zuzwil,327 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,3,1998,Benzin,327,grau,60700,"\"Ab MFK\"",5,Automat sequentiell
590.0,Maserati,QUATTROPORTE,Quattroporte 4.2 Sport GT,Quattroporte 4.2 Sport GT,MASERATI Quattroporte 4.2 Sport GT,Black,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,10,2006,Benzin,400,schwarz,24300,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
591.0,MERCEDES-BENZ,C 63 AMG,C 63 AMG Avantgarde,C 63 AMG Avantgarde,MERCEDES-BENZ C 63 AMG Avantgarde,Black,Kombi,6208,Zuzwil,316 g/km,Occasion,G,13.6 l/100km,5,Hinterradantrieb,1,2009,Benzin,457,schwarz,57400,"\"Ab MFK\"",5,Automat sequentiell
592.0,Bentley,BROOKLANDS,Brooklands,Brooklands,BENTLEY Brooklands,Black,Limousine,6761,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,12,1995,Benzin,250,beige,124900,"\"Ab MFK\"",5,Automat
593.0,Maserati,QUATTROPORTE,Quattroporte 4.2 Sport GT,Quattroporte 4.2 Sport GT,MASERATI Quattroporte 4.2 Sport GT,Black,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,4,2008,Benzin,400,schwarz,58900,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
594.0,MERCEDES-BENZ,E 63 AMG,E 63 AMG,E 63 AMG,MERCEDES-BENZ E 63 AMG,Black,Limousine,6209,Zuzwil,295 g/km,Occasion,G,12.6 l/100km,4,Hinterradantrieb,6,2009,Benzin,525,schwarz,34500,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automatisiertes Schaltgetriebe
595.0,Aston Martin,V8 Vantage,V8 Vantage 4.3,V8 Vantage 4.3,ASTON MARTIN V8 Vantage 4.3,Black,Coupé,4282,Zuzwil,358 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,2,2007,Benzin,385,schwarz,35500,"\"Ab MFK\"",2,Schaltgetriebe manuell
596.0,BMW-ALPINA,5 SERIES,B5 BiTurbo 4.4 V8,B5 BiTurbo 4.4 V8,BMW-ALPINA B5 BiTurbo 4.4 V8,Black,Limousine,4395,Zuzwil,252 g/km,Occasion,G,10.8 l/100km,4,Hinterradantrieb,6,2012,Benzin,507,schwarz,4950,"\"Ab MFK\"",5,Automat sequentiell
597.0,Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,Black,SUV / Geländewagen,4806,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,5,Allrad,1,2011,Benzin,500,schwarz,39000,"\"Ab MFK\"",5,Automat sequentiell
