ID,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText
169.0,Aston Martin,DB7,DB7,DB7,ASTON MARTIN DB7,Blue,Coupé,3239,Zuzwil,null,Occasion,null,15.7 l/100km,2,Hinterradantrieb,4,1998,Benzin,332,beige,97200,"\"Ab MFK\"",4,Automatik-Getriebe
17.0,Land Rover,RANGE ROVER,Range Rover 4.4TD Vogue,Range Rover 4.4TD Vogue,LAND ROVER Range Rover 4.4TD Vogue,Other,SUV / Geländewagen,4367,Zuzwil,253 g/km,Occasion,G,9.4 l/100km,5,Allrad,1,2012,Diesel,312,beige,63200,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automat sequentiell
170.0,MERCEDES-BENZ,S 500,S 500,S 500,MERCEDES-BENZ S 500,Blue,Limousine,5461,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,4,Hinterradantrieb,6,2006,Benzin,388,schwarz,48000,"\"Ab MFK\"",5,Automat sequentiell
171.0,Renault,ALPINE,Alpine A310 V6,Alpine A310 V6,RENAULT Alpine A310 V6,Blue,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1981,Benzin,150,schwarz,68900,"\"Ab MFK\"",4,Schaltgetriebe manuell
172.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Blue,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2002,Benzin,450,beige,47600,"\"Ab MFK\"",5,Automat sequentiell
173.0,Maserati,QUATTROPORTE,Quattroporte 4.2,Quattroporte 4.2,MASERATI Quattroporte 4.2,Blue,Limousine,4244,Zuzwil,443 g/km,Occasion,G,18.9 l/100km,4,Hinterradantrieb,6,2004,Benzin,400,null,62700,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
174.0,Renault,ALPINE,ALPINE A310 1600 VG,A310 1600 VG,RENAULT ALPINE A310 1600 VG,Blue,Limousine,1647,Zuzwil,null,Oldtimer,null,null,0,Hinterradantrieb,6,1976,Benzin,0,anthrazit,59800,"\"Ab MFK\"",0,Schaltgetriebe
175.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Blue,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,8,2002,Benzin,450,schwarz,39300,"\"Ab MFK\"",5,Automat
176.0,Ferrari,F360,F360 Modena Berlinetta,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta,Blue,Coupé,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,3,2005,Benzin,400,braun,8000,"\"Ab MFK\"",2,Automatik-Getriebe
177.0,MERCEDES-BENZ,CL 500,CL 500,CL 500,MERCEDES-BENZ CL 500,Blue,Coupé,4966,Zuzwil,320 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,9,2000,Benzin,306,grau,75100,"\"Ab MFK\"",4,Automat
178.0,Ferrari,575M,575M,575M,FERRARI 575M,Blue,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,7,2002,Benzin,517,bordeaux,51200,"\"Ab MFK\"",2,Automatik-Getriebe
179.0,Volvo,C70,C70 T5,C70 T5,VOLVO C70 T5,Blue,Coupé,2319,Zuzwil,234 g/km,Occasion,null,9.8 l/100km,2,Vorderradantrieb,2,2001,Benzin,240,anthrazit,27900,"\"Ab MFK\"",4,Schaltgetriebe manuell
18.0,MERCEDES-BENZ,C 63 AMG,C 63 AMG BLACK SERIES (Coupé),BLACK SERIES (Coupé),MERCEDES-BENZ C 63 AMG BLACK SERIES (Coupé),Other,Coupé,6208,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,2012,Benzin,517,schwarz,12100,"\"Ab MFK\"",2,Automatik-Getriebe
180.0,Land Rover,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,Blue,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,5,1998,Benzin,226,schwarz,49700,"\"Ab MFK\"",5,Automat
181.0,Toyota,CELICA,CELICA 1600 GT,1600 GT,TOYOTA CELICA 1600 GT,Blue,Coupé,1570,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1971,Benzin,107,mehrfarbig,53100,"\"Ab MFK\"",5,Schaltgetriebe manuell
182.0,Ferrari,F360,F360 Modena Berlinetta,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta,Blue,Coupé,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,8,1999,Benzin,400,schwarz,20700,"\"Ab MFK\"",2,Automatik-Getriebe
183.0,BMW-ALPINA,7 SERIES,7 SERIES B7 Turbo Coupé,B7 Turbo Coupé,BMW-ALPINA 7 SERIES B7 Turbo Coupé,Blue,Coupé,2986,Zuzwil,null,Occasion,null,null,2,null,4,1984,Benzin,300,schwarz,150200,null,4,Schaltgetriebe
184.0,MERCEDES-BENZ,SLR,SLR McLaren Roadster,McLaren Roadster,MERCEDES-BENZ SLR McLaren Roadster,Blue,Cabriolet,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,2008,Benzin,626,schwarz,2400,"\"Ab MFK\"",2,Automatik-Getriebe
185.0,Porsche,924,924,924,PORSCHE 924,Blue,Coupé,1984,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,5,1985,Benzin,125,null,47000,null,4,Schaltgetriebe manuell
186.0,Audi,A8,A8  6.0 quattro,A8  6.0 quattro,AUDI A8  6.0 quattro,Blue,Limousine,5998,Zuzwil,334 g/km,Occasion,G,13.9 l/100km,4,Allrad,7,2004,Benzin,450,schwarz,49000,"\"Ab MFK\"",5,Automat sequentiell
187.0,Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,Blue,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,700,schwarz,46000,"\"Ab MFK\"",5,Automat sequentiell
188.0,Renault,ALPINE,Alpine A310 V6,Alpine A310 V6,RENAULT Alpine A310 V6,Blue,Coupé,2664,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,6,1978,Benzin,150,blau,77300,"\"Ab MFK\"",4,Schaltgetriebe manuell
189.0,BMW,M3,M3,M3,BMW M3,Blue,Cabriolet,3246,Zuzwil,328 g/km,Occasion,G,13.6 l/100km,2,Hinterradantrieb,3,2002,Benzin,343,schwarz,142000,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
19.0,BMW-ALPINA,3 SERIES,3 SERIES B8,B8,BMW-ALPINA 3 SERIES B8,Other,Limousine,4617,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,1,1999,Benzin,333,mehrfarbig,146500,"\"Ab MFK\"",5,Schaltgetriebe
190.0,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,Blue,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,5,2003,Benzin,500,anthrazit,32500,"\"Ab MFK\", \"Tuning\"",2,Automat
191.0,Audi,RS4,RS4 Avant quattro,RS4 Avant quattro,AUDI RS4 Avant quattro,Blue,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,2,2001,Benzin,380,null,37800,"\"Ab MFK\"",5,Schaltgetriebe manuell
192.0,MERCEDES-BENZ,CLK 55 AMG,CLK 55 AMG Avantgarde,CLK 55 AMG Avantgarde,MERCEDES-BENZ CLK 55 AMG Avantgarde,Blue,Coupé,5439,Zuzwil,281 g/km,Occasion,null,11.7 l/100km,2,Hinterradantrieb,6,2002,Benzin,347,schwarz,52500,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automat
193.0,MERCEDES-BENZ,SLK 230,SLK 230 Kompressor,SLK 230 Kompressor,MERCEDES-BENZ SLK 230 Kompressor,Blue,Cabriolet,2295,Zuzwil,233 g/km,Occasion,null,9.7 l/100km,2,Hinterradantrieb,8,2002,Benzin,197,schwarz,30500,"\"Ab MFK\"",2,Automatik-Getriebe
194.0,Porsche,911,911 Carrera 4S,911 Carrera 4S,PORSCHE 911 Carrera 4S,Blue,Coupé,3600,Zuzwil,null,Occasion,null,12.3 l/100km,2,Allrad,3,1996,Benzin,285,mehrfarbig,139900,"\"Ab MFK\"",4,Schaltgetriebe manuell
195.0,Mitsubishi,LANCER,Lancer Evo VII,Lancer Evo VII,MITSUBISHI Lancer Evo VII,Other,Limousine,1997,Zuzwil,null,Occasion,null,null,4,Allrad,7,2003,Benzin,280,schwarz,35200,"\"Ab MFK\"",5,Schaltgetriebe manuell
196.0,MERCEDES-BENZ,S 320,S 320,S 320,MERCEDES-BENZ S 320,Other,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,6,2000,Benzin,224,anthrazit,14100,"\"Ab MFK\"",5,Automat
197.0,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,Other,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,4,2004,Benzin,600,null,23000,"\"Ab MFK\"",2,Automat
198.0,MERCEDES-BENZ,"",170V B Cabrio 136,170V B Cabrio 136,MERCEDES-BENZ 170V B Cabrio 136,Other,Coupé,1697,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,7,1939,Benzin,38,schwarz,1,null,4,Schaltgetriebe
199.0,MERCEDES-BENZ,S 500,S 500,S 500,MERCEDES-BENZ S 500,Other,Limousine,5461,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,4,Hinterradantrieb,11,2005,Benzin,388,null,128000,"\"Ab MFK\"",5,Automat sequentiell
2.0,Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,Other,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,580,null,25400,"\"Ab MFK\"",5,Automat sequentiell
20.0,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Other,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,3,2006,Benzin,517,schwarz,47000,"\"Ab MFK\"",2,Automat sequentiell
200.0,Porsche,911,911 Turbo S Cabrio,911 Turbo S Cabrio,PORSCHE 911 Turbo S Cabrio,Other,Cabriolet,3800,Zuzwil,231 g/km,Neu,G,9.9 l/100km,2,Allrad,5,2014,Benzin,560,schwarz,450,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
201.0,MERCEDES-BENZ,SL 300,SL 300,SL 300,MERCEDES-BENZ SL 300,Other,Cabriolet,2959,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,1993,Benzin,231,schwarz,63600,"\"Ab MFK\"",2,Automat
202.0,MERCEDES-BENZ,S 500,S 500,S 500,MERCEDES-BENZ S 500,Other,Limousine,4966,Zuzwil,320 g/km,Occasion,G,13.4 l/100km,4,Hinterradantrieb,5,2000,Benzin,306,schwarz,99900,"\"Ab MFK\"",5,Automat
203.0,Audi,A8,A8 4.2 quattro,A8 4.2 quattro,AUDI A8 4.2 quattro,Other,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,4,2004,Benzin,335,grau,60000,"\"Ab MFK\"",5,Automat sequentiell
204.0,Fiat,"",850 Spider,850 Spider,FIAT 850 Spider,Other,Coupé,843,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1970,Benzin,49,schwarz,9999,null,0,Schaltgetriebe
205.0,Ferrari,F360,F360 Modena Berlinetta,F360 Modena Berlinetta,FERRARI F360 Modena Berlinetta,Other,Coupé,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,8,1999,Benzin,400,null,30300,"\"Ab MFK\"",2,Automatik-Getriebe
206.0,Bentley,"",T 2,T 2,BENTLEY T 2,Other,Limousine,6744,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,2,1979,Benzin,196,mehrfarbig,175100,"\"Ab MFK\"",5,Automatik-Getriebe
207.0,MERCEDES-BENZ,E 55 AMG,E 55 AMG Avantgarde,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,Other,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,10,1997,Benzin,354,null,67400,"\"Ab MFK\"",5,Automat
208.0,BMW,M3,M3,M3,BMW M3,Other,Cabriolet,3246,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,3,2001,Benzin,343,braun,46000,"\"Ab MFK\"",4,Schaltgetriebe manuell
209.0,Audi,A6,A6 Avant 2.7 T q.Ambiente,A6 Avant 2.7 T q.Ambiente,AUDI A6 Avant 2.7 T q.Ambiente,Other,Kombi,2671,Zuzwil,283 g/km,Occasion,null,11.8 l/100km,5,Allrad,9,1999,Benzin,230,beige,171700,"\"Ab MFK\"",5,Automatik-Getriebe
21.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Other,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2003,Benzin,450,schwarz,27900,"\"Ab MFK\"",5,Automat sequentiell
210.0,Ferrari,F430,F430,F430,FERRARI F430,Other,Coupé,4308,Zuzwil,420 g/km,Occasion,G,18.3 l/100km,2,Hinterradantrieb,6,2005,Benzin,486,schwarz,29300,"\"Ab MFK\"",2,Automatik-Getriebe
211.0,Maserati,QUATTROPORTE,Quattroporte 4.2 Sport GT,Quattroporte 4.2 Sport GT,MASERATI Quattroporte 4.2 Sport GT,Brown,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,4,2008,Benzin,400,schwarz,80000,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
212.0,BMW,Z4,Z4 2.5i Roadster,Z4 2.5i Roadster,BMW Z4 2.5i Roadster,Brown,Cabriolet,2497,Zuzwil,197 g/km,Occasion,G,8.2 l/100km,2,Hinterradantrieb,9,2008,Benzin,177,schwarz,22800,"\"Ab MFK\"",2,Schaltgetriebe manuell
213.0,BMW,328,328i,328i,BMW 328i,Brown,Limousine,2793,Zuzwil,241 g/km,Occasion,null,10.1 l/100km,4,Hinterradantrieb,4,1998,Benzin,193,beige,33700,"\"Ab MFK\"",5,Automat
214.0,Bentley,CONTINENTAL,Continental FlyingSpur6.0,Continental FlyingSpur6.0,BENTLEY Continental FlyingSpur6.0,Yellow,Limousine,5998,Zuzwil,423 g/km,Occasion,G,17.7 l/100km,4,Allrad,3,2006,Benzin,560,beige,35000,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automat
215.0,Morgan,4/4,4/4 1.8,4/4 1.8,MORGAN 4/4 1.8,Yellow,Cabriolet,1796,Zuzwil,null,Occasion,G,7.7 l/100km,2,Hinterradantrieb,6,2006,Benzin,126,bordeaux,7100,"\"Ab MFK\", \"Direkt-/Parallelimport\"",2,Schaltgetriebe manuell
216.0,ROLLS-ROYCE,CORNICHE,CORNICHE Cabrio,Cabrio,ROLLS-ROYCE CORNICHE Cabrio,Yellow,Cabriolet,6747,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,1987,Benzin,0,schwarz,19720,"\"Ab MFK\"",4,Automatik-Getriebe
217.0,Ferrari,F355,F355 Berlinetta,F355 Berlinetta,FERRARI F355 Berlinetta,Yellow,Coupé,3496,Zuzwil,null,Occasion,null,20.8 l/100km,2,Hinterradantrieb,3,1998,Benzin,380,schwarz,28100,"\"Ab MFK\"",2,Automatik-Getriebe
218.0,BMW,M5,M5,M5,BMW M5,Yellow,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,4,2005,Benzin,503,beige,3000,null,5,Automatisiertes Schaltgetriebe
219.0,Daewoo,TACUMA,Tacuma 2000i CDX,Tacuma 2000i CDX,DAEWOO Tacuma 2000i CDX,Yellow,Kompaktvan / Minivan,1998,Zuzwil,236 g/km,Occasion,G,9.0 l/100km,5,Vorderradantrieb,10,2003,Benzin,121,grau,103000,"\"Ab MFK\"",5,Schaltgetriebe manuell
22.0,Renault,Alpine A110,Alpine A110 1600S Gruppe 5 look,1600S Gruppe 5 look,RENAULT Alpine A110 1600S Gruppe 5 look,Other,Coupé,1565,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1971,null,170,schwarz,19200,"\"Rennwagen\"",2,Schaltgetriebe
220.0,Porsche,911,911 Turbo S Cabrio PDK,911 Turbo S Cabrio PDK,PORSCHE 911 Turbo S Cabrio PDK,Yellow,Cabriolet,3800,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,2,Allrad,4,2011,Benzin,530,schwarz,28000,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
221.0,Porsche,911,911 Targa,Targa,PORSCHE 911 Targa,Yellow,Cabriolet,2687,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,11,1971,Benzin,150,schwarz,96000,"\"Ab MFK\"",2,Schaltgetriebe manuell
222.0,Maserati,3200 GT,3200 GT,3200 GT,MASERATI 3200 GT,Yellow,Coupé,3217,Zuzwil,388 g/km,Occasion,null,15.6 l/100km,2,Hinterradantrieb,3,2000,Benzin,370,schwarz,64600,"\"Ab MFK\"",4,Automatik-Getriebe
223.0,MERCEDES-BENZ,S 400,S 400 CDI,S 400 CDI,MERCEDES-BENZ S 400 CDI,Yellow,Limousine,3996,Zuzwil,253 g/km,Occasion,G,9.6 l/100km,4,Hinterradantrieb,4,2001,Diesel,250,beige,42000,"\"Ab MFK\"",5,Automat
224.0,Ferrari,456,456M GT,456M GT,FERRARI 456M GT,Yellow,Coupé,5474,Zuzwil,495 g/km,Occasion,G,22.0 l/100km,2,Hinterradantrieb,5,1999,Benzin,442,null,49000,"\"Ab MFK\"",4,Schaltgetriebe manuell
225.0,Audi,S6,S6 quattro,S6 quattro,AUDI S6 quattro,Yellow,Limousine,4172,Zuzwil,341 g/km,Occasion,null,14.2 l/100km,4,Allrad,8,2001,Benzin,340,schwarz,103100,"\"Ab MFK\"",5,Automatik-Getriebe
226.0,MERCEDES-BENZ,190,190 E 2.5-16 Evo II ABS,190 E 2.5-16 Evo II ABS,MERCEDES-BENZ 190 E 2.5-16 Evo II ABS,Yellow,Limousine,2461,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1991,Benzin,235,schwarz,89700,"\"Ab MFK\"",4,Schaltgetriebe manuell
227.0,Mazda,626,626 2.0i-16V HPV,626 2.0i-16V HPV,MAZDA 626 2.0i-16V HPV,Yellow,Limousine,1991,Zuzwil,195 g/km,Occasion,null,8.1 l/100km,5,Vorderradantrieb,8,2001,Benzin,136,null,158000,"\"Ab MFK\"",5,Automatik-Getriebe
228.0,Toyota,CAMRY,CAMRY 2000 GLi Super Liftback,2000 GLi Super Liftback,TOYOTA CAMRY 2000 GLi Super Liftback,Yellow,Limousine,1994,Safenwil,null,Oldtimer,null,null,4,Vorderradantrieb,5,1985,Benzin,105,blau,58100,"\"Ab MFK\"",0,Automatik-Getriebe
229.0,Porsche,CAYENNE,Cayenne Turbo S,Cayenne Turbo S,PORSCHE Cayenne Turbo S,Yellow,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,9,2006,Benzin,521,schwarz,91600,"\"Ab MFK\"",5,Automat
23.0,Porsche,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,Other,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,3,2003,Benzin,450,schwarz,121000,"\"Ab MFK\"",5,Automat sequentiell
230.0,Chrysler,VIPER,Viper RT/10,Viper RT/10,CHRYSLER Viper RT/10,Yellow,Cabriolet,7986,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1993,Benzin,364,grau,28600,"\"Ab MFK\"",2,Schaltgetriebe manuell
231.0,MERCEDES-BENZ,S 320,S 320,S 320,MERCEDES-BENZ S 320,Yellow,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,4,1999,Benzin,224,schwarz,128000,"\"Ab MFK\"",5,Automat
232.0,Toyota,MR2,MR2 2.0,MR2 2.0,TOYOTA MR2 2.0,Yellow,Coupé,1997,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,1990,Benzin,156,schwarz,135800,"\"Ab MFK\"",2,Schaltgetriebe manuell
233.0,Ferrari,TESTAR./512,Testarossa,Testarossa,FERRARI Testarossa,Yellow,Coupé,4941,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1989,Benzin,380,beige,31700,null,2,Schaltgetriebe manuell
234.0,Chevrolet,CORVETTE,Corvette ZR1,Corvette ZR1,CHEVROLET Corvette ZR1,Gold,Coupé,6162,Zuzwil,355 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,2,2010,Benzin,647,schwarz,13000,"\"Ab MFK\"",2,Schaltgetriebe manuell
235.0,BMW,M3,M3,M3,BMW M3,Gold,Cabriolet,3999,Zuzwil,293 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,7,2008,Benzin,420,schwarz,78900,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
236.0,Ruf,"",CTR,CTR,RUF CTR,Gold,Coupé,3400,Zuzwil,null,Occasion,null,null,2,null,1,1990,Benzin,469,blau,46000,"\"Ab MFK\"",2,null
237.0,Renault,R5,R5 Turbo 2,R5 Turbo 2,RENAULT R5 Turbo 2,Gold,Kleinwagen,1397,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,5,1985,Benzin,160,beige,59900,null,2,Schaltgetriebe manuell
238.0,Daimler,XJ,Six 4.0,Six 4.0,DAIMLER Six 4.0,Gold,Limousine,3980,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,1,1996,Benzin,241,beige,94800,"\"Ab MFK\"",5,Automat
239.0,Mazda,RX-7,RX-7 2.6 Turbo II,RX-7 2.6 Turbo II,MAZDA RX-7 2.6 Turbo II,Grey,Cabriolet,2616,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1989,Benzin,200,schwarz,67200,"\"Ab MFK\"",2,Schaltgetriebe manuell
24.0,Bugatti,"",Veyron 16.4,Veyron 16.4,BUGATTI Veyron 16.4,Other,Coupé,7993,Sursee,null,Occasion,null,null,2,Allrad,7,2008,Benzin,1001,anthrazit,20000,null,2,Automatik-Getriebe
240.0,Porsche,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,Grey,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,10,2001,Benzin,420,schwarz,25900,"\"Ab MFK\"",4,Schaltgetriebe manuell
241.0,Porsche,911,911 Carrera Cabrio,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio,Grey,Cabriolet,3596,Zuzwil,270 g/km,Occasion,G,11.2 l/100km,2,Hinterradantrieb,6,2005,Benzin,325,schwarz,20400,"\"Ab MFK\"",2,Schaltgetriebe manuell
242.0,MERCEDES-BENZ,S 500,S 500 L 4Matic,S 500 L 4Matic,MERCEDES-BENZ S 500 L 4Matic,Grey,Limousine,4966,Zuzwil,311 g/km,Occasion,G,12.9 l/100km,4,Allrad,12,2002,Benzin,306,beige,54500,"\"Ab MFK\"",5,Automat
243.0,Bugatti,EB,EB 110 GT/SS,110 GT/SS,BUGATTI EB 110 GT/SS,Grey,Coupé,3500,Zuzwil,null,Occasion,null,null,2,Allrad,8,1998,Benzin,611,null,4000,null,2,Schaltgetriebe
244.0,Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,Grey,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,10,2008,Benzin,580,null,41900,"\"Ab MFK\"",5,Automat sequentiell
245.0,Ferrari,575M,575M,575M,FERRARI 575M,Grey,Coupé,5748,Zuzwil,499 g/km,Occasion,null,21.8 l/100km,2,Hinterradantrieb,12,2003,Benzin,517,schwarz,8100,"\"Ab MFK\"",2,Automatik-Getriebe
246.0,Audi,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,Grey,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2003,Benzin,450,schwarz,39000,"\"Ab MFK\"",5,Automat sequentiell
247.0,Jaguar,S-TYPE,S-Type 4.2 V8 S/C R,S-Type 4.2 V8 S/C R,JAGUAR S-Type 4.2 V8 S/C R,Grey,Limousine,4196,Zuzwil,314 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,7,2002,Benzin,396,schwarz,32900,"\"Ab MFK\"",5,Automat
248.0,Maserati,SPYDER GT,Spyder GT,Spyder GT,MASERATI Spyder GT,Grey,Cabriolet,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,5,2002,Benzin,390,anthrazit,63000,"\"Ab MFK\"",2,Automatik-Getriebe
249.0,Porsche,911,911 Carrera Targa,911 Carrera Targa,PORSCHE 911 Carrera Targa,Grey,Cabriolet,3596,Zuzwil,269 g/km,Occasion,null,11.1 l/100km,2,Hinterradantrieb,5,2002,Benzin,320,schwarz,61800,"\"Ab MFK\"",4,Automatik-Getriebe
25.0,Audi,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,Other,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,6,2008,Benzin,580,schwarz,32800,"\"Ab MFK\", \"Tuning\"",5,Automat sequentiell
250.0,Ferrari,F355,F355 GTS,F355 GTS,FERRARI F355 GTS,Grey,Cabriolet,3496,Zuzwil,395 g/km,Occasion,null,16.9 l/100km,2,Hinterradantrieb,10,1997,Benzin,380,beige,41000,"\"Ab MFK\"",2,Schaltgetriebe manuell
251.0,Maserati,QUATTROPORTE,Quattroporte 4.2,Quattroporte 4.2,MASERATI Quattroporte 4.2,Grey,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,6,2006,Benzin,400,beige,46050,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
252.0,MERCEDES-BENZ,E 320,E 320 Elégance 4-Matic,E 320 Elégance 4-Matic,MERCEDES-BENZ E 320 Elégance 4-Matic,Grey,Limousine,3199,Zuzwil,266 g/km,Occasion,G,11.1 l/100km,4,Allrad,3,2000,Benzin,224,grau,83900,"\"Ab MFK\"",5,Automat
253.0,Jaguar,XK,XK8 Convertible,XK8 Convertible,JAGUAR XK8 Convertible,Grey,Cabriolet,3996,Zuzwil,310 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,7,1998,Benzin,284,beige,99800,"\"Ab MFK\"",4,Automat
254.0,Chevrolet,CORVETTE,CORVETTE,null,CHEVROLET CORVETTE,Grey,Coupé,5730,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1981,Benzin,0,rot,27700,"\"Ab MFK\"",2,Automatik-Getriebe
